SCN2A	18.43986356336914
SYNGAP1	16.529075939754595
CHD8	11.4359644238341
ARID1B	10.343544105413912
ANK2	9.669206256811462
SUV420H1	9.371683522384945
DYRK1A	9.198640088035951
GRIN2B	8.263259751298413
ADNP	7.764568635110335
TBR1	7.251826837445243
POGZ	6.497865308366762
CUL3	5.787188464327242
KATNAL2	5.334166579201831
BCL11A	4.528338819926079
CACNA2D3	4.0824162561789965
MIB1	3.8008150091576955
GABRB3	3.5962226094739114
CTTNBP2	3.4417951544469827
MLL3	3.3194327214003096
PTEN	3.2175118130554217
RELN	3.114708174891832
ASXL3	3.01315076448324
MYO9B	2.922585432424464
ETFB	2.8461513305160353
ASH1L	2.7713978875649277
TRIO	2.704072857729237
NAA15	2.644937136851992
MYT1L	2.5920665620559875
NR3C2	2.5373489164124763
APH1A	2.4822864634762136
SETD5	2.4287639351292025
VIL1	2.380077121999284
CDC42BPB	2.3236089873934014
SPARCL1	2.2699120005321656
BIRC6	2.220714695640232
GALNTL4	2.1759544420626797
WDFY3	2.1342769664317522
MTMR12	2.095110900168437
EP400	2.0592236508135873
ZNF774	2.025045606105185
DPP3	1.99288357133013
FCRL6	1.9627259833079833
SMURF1	1.9340403485928752
TTLL3	1.9069281790142856
UTP6	1.8811722933486974
CARKD	1.8569465462325234
DNAH10	1.8342133871111874
PPM1D	1.8127738266607578
PHF15	1.7924998772624472
S100G	1.771611667393814
KIAA0182	1.7516316810532757
CSNK1E	1.73262005406756
KIAA0100	1.7143491062743175
CACNA1D	1.6963654218498043
RAB2A	1.6792901852434603
PCOLCE	1.6630033836297782
MYOC	1.647429762469044
SLCO1B1	1.6325803605380234
SLC6A1	1.6180048873953983
ATP1B1	1.60383037311168
SCARA3	1.590046841384203
KRT34	1.5764835457298416
BRWD1	1.5630182098758505
KDM5B	1.5498432438963174
PRPF39	1.5371790848591802
SIX2	1.5246900673009
KIRREL3	1.5124222260151687
FAM190A	1.500572130008267
GGNBP2	1.4889096412761145
NRXN1	1.4776989973379882
WHSC1	1.4669033169816765
KLC1	1.4565107294882793
RANBP17	1.44648813573931
LEO1	1.4368111473837135
PTPRM	1.427476344178245
KDM4B	1.4182606190988585
SETBP1	1.4092971110228252
SRPK2	1.4005963016433005
ZNF559	1.392162901366375
CSDE1	1.3837336553272772
JUP	1.375565797722695
QRICH1	1.3676126995181186
GSDMC	1.3595724162373766
AGAP2	1.351730001203463
PLA1A	1.3440931755290333
HDLBP	1.3366813656642285
TGM1	1.3292981908851684
LRRC14	1.32213194482588
KDM3A	1.3151713902529731
C11ORF30	1.3084111564184233
TAF4	1.301820156464982
TCTE3	1.295414037930829
CERS4	1.2890325734870551
TCF3	1.2828188521714206
SLCO1B3	1.2767162522254376
CD163L1	1.2706730252315537
NCKAP1	1.2647149695503266
CSTF2T	1.2588848437434794
BRSK2	1.2531889108959542
MYH10	1.2473120244713631
STXBP5	1.2415828190306963
SHANK3	1.2359018629904879
AXL	1.2302942200295226
IQGAP2	1.2247562445218703
UBN2	1.2192464200755964
KDM6B	1.2137948908094314
CAPN12	1.2082485255411644
SPP2	1.202820886371579
BTRC	1.197492546955671
HAPLN3	1.1921944377578906
FAM59A	1.186769610146845
RASAL1	1.1814493159186898
KYNU	1.1761754239985747
RAPGEF4	1.170980492972873
VPS54	1.1658895512967524
ERBB2IP	1.1608818629335418
ACACB	1.155979902012278
ADCY5	1.1511560463485764
MCAM	1.1464132628373296
USP15	1.1417212033855644
NIF3L1	1.1370832699245998
PM20D1	1.1325355685108804
SORCS3	1.1280456505536245
MSH4	1.12360725031135
RGS2	1.1191315380185483
PLEKHA8	1.1147294688431668
SCN1A	1.1103859986781448
DENND5A	1.1058920863124693
ERI1	1.1014420457568117
ATP10D	1.0970753638423736
KRT24	1.0927806897424304
PHF7	1.0885109571369098
TMBIM6	1.0842019522049846
PLA2G7	1.0799529997342068
FBXL13	1.0757742411599753
NRG4	1.071597652306695
FBN1	1.067346999711383
DBX2	1.063118449575148
PRDM9	1.0588621437654766
STMN4	1.0546522364452582
ECM2	1.0504965401515123
TBC1D23	1.0463930826740406
IL27	1.042356260121996
C20ORF111	1.0383842911908276
ZNF594	1.0344373184509168
KBTBD4	1.0304968783576425
INSC	1.0265623059512599
CCIN	1.0226761128048079
FAM45A	1.0188499420766841
GSTO2	1.0150691739278228
OVOL1	1.011307652433176
ERN2	1.0076087589099472
RNF38	1.0039557627216558
CYP4F12	1.0003553452032627
MTHFS	0.9967858116650307
SCN7A	0.9932665190890062
SLC25A39	0.9897893276584536
C9ORF68	0.9863614927359057
TROVE2	0.9829679103097989
MBNL1	0.9796084457003074
COBL	0.9762802317825898
SMARCA4	0.9729732272165738
LRRTM2	0.9697094138248591
FAM8A1	0.9664694061026686
SNTG1	0.9632379722089061
DGKD	0.9600403574667681
SPON2	0.9568897973386887
GABRB1	0.9537738685681326
C10ORF93	0.9506961108805477
ST3GAL6	0.9476289247801918
