SCN2A	9.81e-09
SYNGAP1	6.63e-08
CHD8	1.0800000000000002e-05
ARID1B	3.2200000000000003e-05
ANK2	6.32e-05
SUV420H1	8.51e-05
DYRK1A	0.0001011769
GRIN2B	0.0002578172
ADNP	0.00042451269999999996
TBR1	0.0007088782000000001
POGZ	0.001506652
CUL3	0.0030665919
KATNAL2	0.0048239288
BCL11A	0.0107985996
CACNA2D3	0.0168666622
MIB1	0.0223525469
GABRB3	0.02742713
CTTNBP2	0.0320071759
MLL3	0.0361733463
PTEN	0.0400545977
RELN	0.044391459800000005
ASXL3	0.049136616699999996
MYO9B	0.0537944255
ETFB	0.0580673735
ASH1L	0.0625744715
TRIO	0.06693235089999999
NAA15	0.0710098175
MYT1L	0.0748651666
NR3C2	0.0790757586
APH1A	0.08355196849999999
SETD5	0.0881457191
VIL1	0.0925434401
CDC42BPB	0.0979195567
SPARCL1	0.1033212719
BIRC6	0.1085315141
GALNTL4	0.11349977300000001
WDFY3	0.1183301161
MTMR12	0.1230565959
EP400	0.1275529571
ZNF774	0.1319878236
DPP3	0.1363018222
FCRL6	0.1404749661
SMURF1	0.1445629323
TTLL3	0.1485359624
UTP6	0.1524113302
CARKD	0.156148696
DNAH10	0.1597391052
PPM1D	0.1632008176
PHF15	0.166543311
S100G	0.1700586898
KIAA0182	0.173490631
CSNK1E	0.1768205232
KIAA0100	0.1800808961
CACNA1D	0.1833487097
RAB2A	0.18650631399999998
PCOLCE	0.18956877649999998
MYOC	0.19254415739999997
SLCO1B1	0.19542465690000002
SLC6A1	0.1982939234
ATP1B1	0.2011246582
SCARA3	0.2039160598
KRT34	0.2067006752
BRWD1	0.20950279260000002
KDM5B	0.21228124760000003
PRPF39	0.2149867061
SIX2	0.2176885152
KIRREL3	0.2203755316
FAM190A	0.2230025372
GGNBP2	0.2256185266
NRXN1	0.22816208640000002
WHSC1	0.2306385951
KLC1	0.23304802530000002
RANBP17	0.23539551530000002
LEO1	0.2376844923
PTPRM	0.2399136183
KDM4B	0.24213481550000002
SETBP1	0.2443149491
SRPK2	0.2464499616
ZNF559	0.2485371615
CSDE1	0.2506409968
JUP	0.2526965802
QRICH1	0.2547143139
GSDMC	0.2567705444
AGAP2	0.25879216239999997
PLA1A	0.2607760788
HDLBP	0.2627160821
TGM1	0.264662939
LRRC14	0.2665663909
KDM3A	0.2684283133
C11ORF30	0.270249099
TAF4	0.2720361937
TCTE3	0.2737844837
CERS4	0.2755372162
TCF3	0.277254658
SLCO1B3	0.2789518055
